State,District,Area,Candidate Name,Party,Votes,Winner,Featured,Result Final,Image URL,Slug,Total Counted Votes,Total Cast Votes,Result Status
Lumbini Province,Kapilvastu,Area 3,Prakash Rajouria,राष्ट्रिय स्वतन्त्र पार्टी,18890,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341989.jpg,prakash-rajouria-a119,69184,0,RESULT_ANNOUNCED
Lumbini Province,Kapilvastu,Area 3,Birendra Kumar Kanodia,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),14763,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342305.jpg,birendra-kumar-kanodia-a119,69184,0,RESULT_ANNOUNCED
Lumbini Province,Rukum East,Area 1,Pushpa Kamal Dahal 'Prachanda',नेपाली कम्युनिष्ट पार्टी,10240,True,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340050.jpg,pushpa-kamal-dahal-prachanda-a125,18246,18604,RESULT_ANNOUNCED
Lumbini Province,Rukum East,Area 1,Lilamani Gautam,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),3462,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341054.jpg,lilamani-gautam-a125,18246,18604,RESULT_ANNOUNCED
Lumbini Province,Rukum East,Area 1,Kusum Devi Thapa,नेपाली काँग्रेस,3081,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340912.jpg,kusum-devi-thapa-a125,18246,18604,RESULT_ANNOUNCED
Lumbini Province,Rolpa,Area 1,Barshaman Pun,नेपाली कम्युनिष्ट पार्टी,27460,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339842.jpg,barshaman-pun-a126,65632,0,RESULT_ANNOUNCED
Lumbini Province,Rolpa,Area 1,Sudan Kumar Oli,नेपाली काँग्रेस,12008,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340258.jpg,sudan-kumar-oli-a126,65632,0,RESULT_ANNOUNCED
Lumbini Province,Rolpa,Area 1,Balram Thapa,राष्ट्रिय स्वतन्त्र पार्टी,10894,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340366.jpg,balram-thapa-a126,65632,0,RESULT_ANNOUNCED
Lumbini Province,Pyuthan,Area 1,Sushant Vedic,राष्ट्रिय स्वतन्त्र पार्टी,27469,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340722.jpg,sushant-vedic-a127,81146,0,RESULT_ANNOUNCED
Lumbini Province,Pyuthan,Area 1,Dr. Govinda Raj Pokharel,नेपाली काँग्रेस,18338,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340321.jpg,dr-govinda-raj-pokharel-a127,81146,0,RESULT_ANNOUNCED
Lumbini Province,Pyuthan,Area 1,Surya Bahadur Thapa Chhetri,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),16710,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340629.jpg,surya-bahadur-thapa-chhetri-a127,81146,0,RESULT_ANNOUNCED
Lumbini Province,Dang,Area 1,Devraj Pathak,राष्ट्रिय स्वतन्त्र पार्टी,42602,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342029.jpg,devraj-pathak-a129,76389,80920,RESULT_ANNOUNCED
Lumbini Province,Dang,Area 1,Yogendra Chaudhary,नेपाली काँग्रेस,15280,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340084.jpg,yogendra-chaudhary-a129,76389,80920,RESULT_ANNOUNCED
Lumbini Province,Dang,Area 1,Revathiraman Sharma Ghimire,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),6825,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341371.jpg,revathiraman-sharma-ghimire-a129,76389,80920,RESULT_ANNOUNCED
Lumbini Province,Dang,Area 2,Bipin Kumar Acharya,राष्ट्रिय स्वतन्त्र पार्टी,43559,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340655.jpg,bipin-kumar-acharya-a130,79440,82626,RESULT_ANNOUNCED
Lumbini Province,Dang,Area 2,Shankar Pokharel,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),15287,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339760.jpg,shankar-pokharel-a130,79440,82626,RESULT_ANNOUNCED
Lumbini Province,Dang,Area 2,Kiran Kishore Ghimire,नेपाली काँग्रेस,11558,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340365.jpg,kiran-kishore-ghimire-a130,79440,82626,RESULT_ANNOUNCED
Lumbini Province,Dang,Area 3,Kamal Subedi,राष्ट्रिय स्वतन्त्र पार्टी,44248,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339501.jpg,kamal-subedi-a131,84841,88273,RESULT_ANNOUNCED
Lumbini Province,Dang,Area 3,Deepak Giri,नेपाली काँग्रेस,16453,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341200.jpg,deepak-giri-a131,84841,88273,RESULT_ANNOUNCED
Lumbini Province,Dang,Area 3,Ghanshyam Pandey,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),12195,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340401.jpg,ghanshyam-pandey-a131,84841,88273,RESULT_ANNOUNCED
Lumbini Province,Banke,Area 1,Suresh Kumar Chaudhary,राष्ट्रिय स्वतन्त्र पार्टी,32792,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341907.jpg,suresh-kumar-chaudhary-a142,70907,0,RESULT_ANNOUNCED
Lumbini Province,Banke,Area 1,Narayan Prasad Gaudel,नेपाली काँग्रेस,15301,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340994.jpg,narayan-prasad-gaudel-a142,70907,0,RESULT_ANNOUNCED
Lumbini Province,Banke,Area 1,Surya Prasad Dhakal,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),11095,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339720.jpg,surya-prasad-dhakal-a142,70907,0,RESULT_ANNOUNCED
Lumbini Province,Banke,Area 2,Mohammad Ishtiaq Rai,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),24628,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340037.jpg,mohammad-ishtiaq-rai-a143,66701,0,RESULT_ANNOUNCED
Lumbini Province,Banke,Area 2,Vivek Kumar Shrestha,राष्ट्रिय स्वतन्त्र पार्टी,18682,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341812.jpg,vivek-kumar-shrestha-a143,66701,0,RESULT_ANNOUNCED
Lumbini Province,Banke,Area 2,Sudhansu Koirala,नेपाली काँग्रेस,17596,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340606.jpg,sudhansu-koirala-a143,66701,0,RESULT_ANNOUNCED
Lumbini Province,Banke,Area 3,Khagendra Sunar,राष्ट्रिय स्वतन्त्र पार्टी,29551,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339589.jpg,khagendra-sunar-a144,68077,0,RESULT_ANNOUNCED
Lumbini Province,Banke,Area 3,Suman Malla,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),19615,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340035.jpg,suman-malla-a144,68077,0,RESULT_ANNOUNCED
Lumbini Province,Banke,Area 3,Amar Singh Pun,नेपाली काँग्रेस,13215,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342191.jpg,amar-singh-pun-a144,68077,0,RESULT_ANNOUNCED
Lumbini Province,Bardiya,Area 1,Thakur Singh Tharu,राष्ट्रिय स्वतन्त्र पार्टी,49631,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340825.jpg,thakur-singh-tharu-a145,96609,0,RESULT_ANNOUNCED
Lumbini Province,Bardiya,Area 1,Salik Ram Adhikari,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),14643,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339707.jpg,salik-ram-adhikari-a145,96609,0,RESULT_ANNOUNCED
Lumbini Province,Bardiya,Area 1,Sanjay Kumar Gautam,नेपाली काँग्रेस,12722,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342655.jpg,sanjay-kumar-gautam-a145,96609,0,RESULT_ANNOUNCED
Lumbini Province,Bardiya,Area 2,Shridhar Pokhrel,राष्ट्रिय स्वतन्त्र पार्टी,29678,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342516.jpg,shridhar-pokhrel-a146,88130,0,RESULT_ANNOUNCED
Lumbini Province,Bardiya,Area 2,Kishore Singh Rathore,नेपाली काँग्रेस,20402,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341186.jpg,kishore-singh-rathore-a146,88130,0,RESULT_ANNOUNCED
Lumbini Province,Bardiya,Area 2,Suresh Panth,नेपाली कम्युनिष्ट पार्टी,19180,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340015.jpg,suresh-panth-a146,88130,0,RESULT_ANNOUNCED
Lumbini Province,Nawalparasi (Bardaghat Susta West),Area 1,Vikram Khanal,राष्ट्रिय स्वतन्त्र पार्टी,45241,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340029.jpg,vikram-khanal-a163,77089,0,RESULT_ANNOUNCED
Lumbini Province,Nawalparasi (Bardaghat Susta West),Area 1,Binod Kumar Chaudhary,नेपाली काँग्रेस,9502,False,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341163.jpg,binod-kumar-chaudhary-a163,77089,0,RESULT_ANNOUNCED
Lumbini Province,Nawalparasi (Bardaghat Susta West),Area 1,Ram Prasad Pandey,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),7956,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340622.jpg,ram-prasad-pandey-a163,77089,0,RESULT_ANNOUNCED
Lumbini Province,Nawalparasi (Bardaghat Susta West),Area 2,Narendra Kumar Gupta,राष्ट्रिय स्वतन्त्र पार्टी,44138,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340191.jpg,narendra-kumar-gupta-a164,83456,0,RESULT_ANNOUNCED
Lumbini Province,Nawalparasi (Bardaghat Susta West),Area 2,Bhim Bahadur Thapa Chhetri,नेपाली काँग्रेस,15945,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340076.jpg,bhim-bahadur-thapa-chhetri-a164,83456,0,RESULT_ANNOUNCED
Lumbini Province,Nawalparasi (Bardaghat Susta West),Area 2,Devendra Yadav,"जनता समाजवादी पार्टी, नेपाल",7212,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340529.jpg,devendra-yadav-a164,83456,0,RESULT_ANNOUNCED
Karnali Province,Salyan,Area 1,Ramesh Kumar Malla,नेपाली कम्युनिष्ट पार्टी,23189,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340418.jpg,ramesh-kumar-malla-a128,79709,0,RESULT_ANNOUNCED
Karnali Province,Salyan,Area 1,Lalit Kumar Chand,राष्ट्रिय स्वतन्त्र पार्टी,20904,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341381.jpg,lalit-kumar-chand-a128,79709,0,RESULT_ANNOUNCED
Karnali Province,Salyan,Area 1,Kesh Bahadur Bista,नेपाली काँग्रेस,17558,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340714.jpg,kesh-bahadur-bista-a128,79709,0,RESULT_ANNOUNCED
Karnali Province,Dolpa,Area 1,Dhan Bahadur Budha,नेपाली कम्युनिष्ट पार्टी,6802,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339703.jpg,dhan-bahadur-budha-a132,15506,16437,RESULT_ANNOUNCED
Karnali Province,Dolpa,Area 1,Lanka Bahadur Rokaya,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),5396,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339397.jpg,lanka-bahadur-rokaya-a132,15506,16437,RESULT_ANNOUNCED
Karnali Province,Dolpa,Area 1,Karna Bahadur Budha,नेपाली काँग्रेस,2947,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340232.jpg,karna-bahadur-budha-a132,15506,16437,RESULT_ANNOUNCED
Karnali Province,Mugu,Area 1,Khadga Shahi,नेपाली काँग्रेस,7914,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341556.jpg,khadga-shahi-a133,21225,22168,RESULT_ANNOUNCED
Karnali Province,Mugu,Area 1,Purna Bahadur Rokaya,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),6718,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340557.jpg,purna-bahadur-rokaya-a133,21225,22168,RESULT_ANNOUNCED
Karnali Province,Mugu,Area 1,Chandra Bahadur Shahi,नेपाली कम्युनिष्ट पार्टी,5558,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341041.jpg,chandra-bahadur-shahi-a133,21225,22168,RESULT_ANNOUNCED
Karnali Province,Jumla,Area 1,Gyan Bahadur Shahi,राष्ट्रिय प्रजातन्त्र पार्टी,14816,True,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341535.jpg,gyan-bahadur-shahi-a134,39173,41208,RESULT_ANNOUNCED
Karnali Province,Jumla,Area 1,Naresh Bhandari,नेपाली कम्युनिष्ट पार्टी,11635,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339930.jpg,naresh-bhandari-a134,39173,41208,RESULT_ANNOUNCED
Karnali Province,Jumla,Area 1,Deep Bahadur Shahi,नेपाली काँग्रेस,7143,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341715.jpg,deep-bahadur-shahi-a134,39173,41208,RESULT_ANNOUNCED
Karnali Province,Kalikot,Area 1,Mahendra Bahadur Shahi,नेपाली कम्युनिष्ट पार्टी,11734,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340992.jpg,mahendra-bahadur-shahi-a135,39377,42523,RESULT_ANNOUNCED
Karnali Province,Kalikot,Area 1,Shri Nagindra Shahi,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),10647,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340619.jpg,shri-nagindra-shahi-a135,39377,42523,RESULT_ANNOUNCED
Karnali Province,Kalikot,Area 1,Harsha Bahadur Bam,नेपाली काँग्रेस,7450,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341244.jpg,harsha-bahadur-bam-a135,39377,42523,RESULT_ANNOUNCED
Karnali Province,Humla,Area 1,Jai Pati Rokaya,नेपाली काँग्रेस,8797,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340564.jpg,jai-pati-rokaya-a136,21935,22467,RESULT_ANNOUNCED
Karnali Province,Humla,Area 1,Dipendra Rokaya,नेपाली कम्युनिष्ट पार्टी,7243,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340087.jpg,dipendra-rokaya-a136,21935,22467,RESULT_ANNOUNCED
Karnali Province,Humla,Area 1,Dal Fadera,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),4331,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339931.jpg,dal-fadera-a136,21935,22467,RESULT_ANNOUNCED
Karnali Province,Jajarkot,Area 1,Khadak Bahadur Budha,नेपाली काँग्रेस,20142,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342453.jpg,khadak-bahadur-budha-a137,57668,61657,RESULT_ANNOUNCED
Karnali Province,Jajarkot,Area 1,Shakti Bahadur Basnet,नेपाली कम्युनिष्ट पार्टी,17407,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341130.jpg,shakti-bahadur-basnet-a137,57668,61657,RESULT_ANNOUNCED
Karnali Province,Jajarkot,Area 1,Dumbar Bahadur Singh,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),16883,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340356.jpg,dumbar-bahadur-singh-a137,57668,61657,RESULT_ANNOUNCED
Karnali Province,Dailekh,Area 1,Basna Thapa,नेपाली काँग्रेस,12372,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341040.jpg,basna-thapa-a138,37846,41069,RESULT_ANNOUNCED
Karnali Province,Dailekh,Area 1,Ravindra Raj Sharma,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),11796,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339621.jpg,ravindra-raj-sharma-a138,37846,41069,RESULT_ANNOUNCED
Karnali Province,Dailekh,Area 1,Nanda Kishor Basnet,राष्ट्रिय स्वतन्त्र पार्टी,8151,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339758.jpg,nanda-kishor-basnet-a138,37846,41069,RESULT_ANNOUNCED
Karnali Province,Dailekh,Area 2,Lakshmi Prasad Pokharel,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),13889,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340637.jpg,lakshmi-prasad-pokharel-a139,36513,39321,RESULT_ANNOUNCED
Karnali Province,Dailekh,Area 2,Dikpal Kumar Shahi,नेपाली काँग्रेस,9552,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341215.jpg,dikpal-kumar-shahi-a139,36513,39321,RESULT_ANNOUNCED
Karnali Province,Dailekh,Area 2,Bakhat Bahadur Shahi,राष्ट्रिय स्वतन्त्र पार्टी,6797,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340344.jpg,bakhat-bahadur-shahi-a139,36513,39321,RESULT_ANNOUNCED
Karnali Province,Surkhet,Area 1,Vishnu Bahadur Khadka,नेपाली काँग्रेस,26897,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341140.jpg,vishnu-bahadur-khadka-a140,66227,0,RESULT_ANNOUNCED
Karnali Province,Surkhet,Area 1,Dhruba Kumar Shahi,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),18890,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340773.jpg,dhruba-kumar-shahi-a140,66227,0,RESULT_ANNOUNCED
Karnali Province,Surkhet,Area 1,Tek Bahadur Singh Thakuri,राष्ट्रिय स्वतन्त्र पार्टी,14729,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341749.jpg,tek-bahadur-singh-thakuri-a140,66227,0,RESULT_ANNOUNCED
Karnali Province,Surkhet,Area 2,Ramesh Kumar Sapkota,राष्ट्रिय स्वतन्त्र पार्टी,30826,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340194.jpg,ramesh-kumar-sapkota-a141,68766,0,RESULT_ANNOUNCED
Karnali Province,Surkhet,Area 2,Narayan Kumar Koirala,नेपाली काँग्रेस,16392,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341438.jpg,narayan-kumar-koirala-a141,68766,0,RESULT_ANNOUNCED
Karnali Province,Surkhet,Area 2,Kulmani Devkota,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),13155,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339970.jpg,kulmani-devkota-a141,68766,0,RESULT_ANNOUNCED
Karnali Province,Rukum West,Area 1,Gopal Sharma,नेपाली कम्युनिष्ट पार्टी,21609,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340125.jpg,gopal-sharma-a165,59523,62968,RESULT_ANNOUNCED
Karnali Province,Rukum West,Area 1,Raju K.C.,नेपाली काँग्रेस,16661,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341362.jpg,raju-kc-a165,59523,62968,RESULT_ANNOUNCED
Karnali Province,Rukum West,Area 1,Janardan Sharma,प्रगतिशील लोकतान्त्रिक पार्टी,14346,False,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340871.jpg,janardan-sharma-a165,59523,62968,RESULT_ANNOUNCED
Sudurpashchim Province,Bajura,Area 1,Janak Raj Giri,नेपाली काँग्रेस,17173,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341303.jpg,janak-raj-giri-a147,43896,46232,RESULT_ANNOUNCED
Sudurpashchim Province,Bajura,Area 1,Lal Bahadur Thapa,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),16633,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340567.jpg,lal-bahadur-thapa-a147,43896,46232,RESULT_ANNOUNCED
Sudurpashchim Province,Bajura,Area 1,Hemraj Thapa,राष्ट्रिय स्वतन्त्र पार्टी,6035,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340150.jpg,hemraj-thapa-a147,43896,46232,RESULT_ANNOUNCED
Sudurpashchim Province,Achham,Area 1,Bharat Kumar Swar,नेपाली काँग्रेस,10759,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341661.jpg,bharat-kumar-swar-a148,30348,0,RESULT_ANNOUNCED
Sudurpashchim Province,Achham,Area 1,Bhim Bahadur Rawal,नेपाली कम्युनिष्ट पार्टी,10233,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341030.jpg,bhim-bahadur-rawal-a148,30348,0,RESULT_ANNOUNCED
Sudurpashchim Province,Achham,Area 1,Deepak Bahadur Saud,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),7389,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340695.jpg,deepak-bahadur-saud-a148,30348,0,RESULT_ANNOUNCED
Sudurpashchim Province,Achham,Area 2,Yagya Bahadur Bogati,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),9518,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340611.jpg,yagya-bahadur-bogati-a149,30569,0,RESULT_ANNOUNCED
Sudurpashchim Province,Achham,Area 2,Pushpa Bahadur Shah,नेपाली काँग्रेस,9046,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342150.jpg,pushpa-bahadur-shah-a149,30569,0,RESULT_ANNOUNCED
Sudurpashchim Province,Achham,Area 2,Bal Bahadur Kunwar,नेपाली कम्युनिष्ट पार्टी,6493,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342067.jpg,bal-bahadur-kunwar-a149,30569,0,RESULT_ANNOUNCED
Sudurpashchim Province,Bajhang,Area 1,Ain Bahadur Mahar,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),18543,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340443.jpg,ain-bahadur-mahar-a150,48749,58944,RESULT_ANNOUNCED
Sudurpashchim Province,Bajhang,Area 1,Prakash Rasaili Snehi,नेपाली काँग्रेस,16304,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341565.jpg,prakash-rasaili-snehi-a150,48749,58944,RESULT_ANNOUNCED
Sudurpashchim Province,Bajhang,Area 1,Min Bahadur Kunwar,नेपाली कम्युनिष्ट पार्टी,9757,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339996.jpg,min-bahadur-kunwar-a150,48749,58944,RESULT_ANNOUNCED
Sudurpashchim Province,Doti,Area 1,Bharat Bahadur Khadka,नेपाली काँग्रेस,14897,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341208.jpg,bharat-bahadur-khadka-a151,49168,52485,RESULT_ANNOUNCED
Sudurpashchim Province,Doti,Area 1,Deepak Bahadur Dhami,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),14110,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340117.jpg,deepak-bahadur-dhami-a151,49168,52485,RESULT_ANNOUNCED
Sudurpashchim Province,Doti,Area 1,Narendra Bahadur Khadka,राष्ट्रिय स्वतन्त्र पार्टी,13270,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340378.jpg,narendra-bahadur-khadka-a151,49168,52485,RESULT_ANNOUNCED
Sudurpashchim Province,Kailali,Area 1,Komal Gyawali,राष्ट्रिय स्वतन्त्र पार्टी,17826,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342184.jpg,komal-gyawali-a152,4201,54245,RESULT_ANNOUNCED
Sudurpashchim Province,Kailali,Area 1,Janakraj Chaudhary,नेपाली काँग्रेस,12867,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341307.jpg,janakraj-chaudhary-a152,4201,54245,RESULT_ANNOUNCED
Sudurpashchim Province,Kailali,Area 1,Ramlal Dagoura Tharu,नेपाली कम्युनिष्ट पार्टी,8392,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340249.jpg,ramlal-dagoura-tharu-a152,4201,54245,RESULT_ANNOUNCED
Sudurpashchim Province,Kailali,Area 2,K.P. Khanal,राष्ट्रिय स्वतन्त्र पार्टी,19057,True,True,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339795.jpg,kp-khanal-a153,52637,51942,RESULT_ANNOUNCED
Sudurpashchim Province,Kailali,Area 2,Pati Ram Chaudhary,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",11949,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340250.jpg,husband-ram-chaudhary-a153,52637,51942,RESULT_ANNOUNCED
Sudurpashchim Province,Kailali,Area 2,Surya Bahadur Thapa,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),7886,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340568.jpg,surya-bahadur-thapa-a153,52637,51942,RESULT_ANNOUNCED
Sudurpashchim Province,Kailali,Area 3,Jagat Prasad Joshi,राष्ट्रिय स्वतन्त्र पार्टी,20359,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342441.jpg,jagat-prasad-joshi-a154,56443,56083,RESULT_ANNOUNCED
Sudurpashchim Province,Kailali,Area 3,Virman Chaudhary,नेपाली कम्युनिष्ट पार्टी,11983,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340175.jpg,virman-chaudhary-a154,56443,56083,RESULT_ANNOUNCED
Sudurpashchim Province,Kailali,Area 3,Bhim Baduwal,नेपाली काँग्रेस,9706,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/339891.jpg,bhim-baduwal-a154,56443,56083,RESULT_ANNOUNCED
Sudurpashchim Province,Kailali,Area 4,Khem Raj Koirala,राष्ट्रिय स्वतन्त्र पार्टी,28556,True,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/342757.jpg,khem-raj-koirala-a155,58283,57015,RESULT_ANNOUNCED
Sudurpashchim Province,Kailali,Area 4,Gorakh Bahadur Bista,नेपाली काँग्रेस,11301,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/341859.jpg,gorakh-bahadur-bista-a155,58283,57015,RESULT_ANNOUNCED
Sudurpashchim Province,Kailali,Area 4,Lekh Raj Bhatta,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),9444,False,False,False,https://file-r2.hamropatro.com/election-images/2082/candidates/340533.jpg,lekh-raj-bhatta-a155,58283,57015,RESULT_ANNOUNCED
